version_uri	date	century	author_lat	title_lat	tok_length	millionaire
0385Daraqutni.DhikrAsmaTabicin.Shamela0005881-ara1	385	4	Daraqutni :: al-Dāraquṭnī ::  Abū al-Ḥasan ʿAlī b. ʿUmar b. Aḥmad b. Mahdī b. Masʿūd b. al-Nuʿmān b.¶    Dīnār b. ʿAbd Allāh al-Dāraquṭnī	Dhikr Asma Tabicin	15946	FALSE
0884AbuIshaqIbnMuflih.MaqsidArshad.Shamela0005890-ara1	884	9	Abu Ishaq Ibn Muflih	Maqsid Arshad	121166	FALSE
0498AbuCaliJayyani.AlqabSahaba.Shamela0005895-ara1	498	5	Abu Cali Jayyani	Alqab Sahaba	9180	FALSE
0279Tirmidhi.CilalSaghir.Shamela0005897-ara1	279	3	Tirmidhi	Cilal Saghir	5533	FALSE
0406IbnFurakIsbahani.MushkilHadith.Shamela0005899-ara1	406	5	Ibn Furak Isbahani	Mushkil Hadith	59120	FALSE
0804IbnMulaqqin.BadrMunir.Shamela0005922-ara1	804	9	Ibn Mulaqqin	Badr Munir	943733	FALSE
0628IbnQattanFasi.BayanWahm.Shamela0005923-ara1	628	7	Ibn Qattan Fasi	Bayan Wahm	327543	FALSE
0852IbnHajarCasqalani.NukhbatFikr.Shamela0005940-ara1	852	9	Ibn Hajar Casqalani :: Ibn ḥaǧar al-ʿAsqalānī :: Šihāb al-dīn Abū al-faḍl Aḥmad b. ʿAlī b. Muḥammad b. ḥaǧar al-ʿAsqalānī, al-Šāfiʿī	Nukhbat Fikr	2099	FALSE
0241IbnHanbal.SualatAbiDawudLiIbnHanbal.Shamela0005945-ara1	241	3	Ibn Hanbal :: aḥmad b. ḥanbal ::  Abū ʿabd allāh Aḥmad b. muḥammad b. ḥanbal al-šaybānī	suʾalāt abī dāwud li-l-imām aḥmad b. ḥanbal :: suʾalāt abī dāwud	12765	FALSE
0233YahyaIbnMacin.MinKalamFiRijal.Shamela0005954-ara1	233	3	Yahya Ibn Macin	Min Kalam Fi Rijal	4849	FALSE
0902Sakhawi.FathMughith.Shamela0005963-ara1	902	10	Sakhawi	Fath Mughith	291566	FALSE
0702IbnDaqiqCidQushayri.Iqtirah.Shamela0005968-ara1	702	8	Ibn Daqiq Cid Qushayri	Iqtirah	18992	FALSE
1304CabdHayyLaknawi.RafcWaTakmil.Shamela0005973-ara1	1304	14	Cabd Hayy Laknawi	Rafc Wa Takmil	17675	FALSE
0879IbnSulaymanMuhyiDinKafiji.MukhtasarFiCilmAthar.Shamela0005975-ara1	879	9	Ibn Sulayman Muhyi Din Kafiji	Mukhtasar Fi Cilm Athar	11024	FALSE
1205MurtadaZabidi.BulghatArib.Shamela0005980-ara1	1205	13	Murtada Zabidi	Bulghat Arib	2461	FALSE
0816IbnMuhammadSharifJurjani.RisalaFiUsulHadith.Shamela0005984-ara1	816	9	Ibn Muhammad Sharif Jurjani	Risala Fi Usul Hadith	3519	FALSE
1052CabdHaqqDihlawi.MuqaddimaFiUsulHadith.Shamela0005988-ara1	1052	11	Cabd Haqq Dihlawi	Muqaddima Fi Usul Hadith	4515	FALSE
0732IbnCumarBurhanDinJacbari.RusumTahdith.Shamela0005992-ara1	732	8	Ibn Cumar Burhan Din Jacbari	Rusum Tahdith	12040	FALSE
0581AbuMusaMadini.NuzhatHuffaz.Shamela0005995-ara1	581	6	Abu Musa Madini	Nuzhat Huffaz	6556	FALSE
0507IbnQaysarani.IdahIshkal.Shamela0005996-ara1	507	6	Ibn Qaysarani	Idah Ishkal	7110	FALSE
0405HakimNaysaburi.MadkhalIlaIklil.Shamela0005997-ara1	405	5	Hakim Naysaburi	Madkhal Ila Iklil	8166	FALSE
0463KhatibBaghdadi.TaliTalkhisMutashabih.Shamela0006003-ara1	463	5	Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī ::  Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī	Tali Talkhis Mutashabih	41241	FALSE
0911Suyuti.TadhkiratMutasi.Shamela0006021-ara1	911	10	Suyuti :: Ǧalāl al-Dīn al-Suyūṭī :: Ǧalāl al-Dīn  ʿAbd al-Raḥmān b. Kamāl al-Dīn Abī Bakr b. Muḥammad Sābiq al-Dīn Ḫiḍr al-Ḫuḍayrī al-Asyūṭī	Tadhkirat Mutasi	1922	FALSE
0281IbnAbiDunya.IstinacMacruf.Shamela0006022-ara1	281	3	Ibn Abi Dunya :: Ibn Abī al-Dunyā :: al-Ḥāfiẓ Abū Bakr ʿAbd Allāh b. Muḥammad b. ʿUbayd b. Sufyān b. Qays al-Baġdādī, al-Umawī, al-Qurašī	iṣṭināʿ al-maʿrūf ::	10573	FALSE
0463KhatibBaghdadi.MuwaddihAwham.Shamela0006025-ara1	463	5	Khatib Baghdadi :: al-Ḫaṭīb al-Baġdādī ::  Abū Bakr Aḥmad b. ʿAlī b. Ṯābit b. Aḥmad b. Mahdī al-Šāfiʿī, al-Baġdādī	Muwaddih Awham	208916	FALSE
0576AbuTahirSilafi.Wajiz.Shamela0006031-ara1	576	6	Abu Tahir Silafi	Wajiz	10628	FALSE
0521IbnMuhammadBatalyawsi.MushkilatMuwatta.Shamela0006037-ara1	521	6	Ibn Muhammad Batalyawsi	Mushkilat Muwatta	16535	FALSE
0537IbnMuhammadNajmDinNasafi.TalibatTalaba.Shamela0006039-ara1	537	6	Ibn Muhammad Najm Din Nasafi	Talibat Talaba	72036	FALSE
0429AbuMansurThacalibi.TahsinQabih.Shamela0006040-ara1	429	5	Abu Mansur Thacalibi :: al-Ṯaʿālibī ::  Abū Manṣūr ʿAbd al-Malik b. Muḥammad b. Ismāʿīl al-Ṯaʿālibī	Tahsin Qabih	9381	FALSE
0327IbnAbiHatimRazi.Marasil.Shamela0006046-ara1	327	4	Ibn Abi Hatim Razi	Marasil	27878	FALSE
1033MarciKarmi.FawaidMawduca.Shamela0006051-ara1	1033	11	Marci Karmi	Fawaid Mawduca	5123	FALSE
1014MullaCaliQari.AsrarMarfuca.Shamela0006056-ara1	1014	11	Mulla Cali Qari	Asrar Marfuca	51079	FALSE
0507IbnQaysarani.DhakhiratHuffaz.Shamela0006060-ara1	507	6	Ibn Qaysarani	Dhakhirat Huffaz	360695	FALSE
0794BadrDinZarkashi.TadhkiraFiAhadithMashhura.Shamela0006061-ara1	794	8	Badr Din Zarkashi	Tadhkira Fi Ahadith Mashhura	20256	FALSE
1305IbnKhalilQawuqjiTarabulusi.LuluMarsuc.Shamela0006063-ara1	1305	14	Ibn Khalil Qawuqji Tarabulusi	Lulu Marsuc	17251	FALSE
1228MuhammadAmirKabirMaliki.NukhbaBahiyya.Shamela0006079-ara1	1228	13	Muhammad Amir Kabir Maliki	Nukhba Bahiyya	5561	FALSE
0507IbnQaysarani.MacrifatTadhkira.Shamela0006080-ara1	507	6	Ibn Qaysarani	Macrifat Tadhkira	21469	FALSE
0884AbuIshaqIbnMuflih.NukatWaFawaid.Shamela0006094-ara1	884	9	Abu Ishaq Ibn Muflih	Nukat Wa Fawaid	117494	FALSE
0778BadrDinBacli.MukhtasarFatawaMisriyya.Shamela0006104-ara1	778	8	Badr Din Bacli	Mukhtasar Fatawa Misriyya	147861	FALSE
0241IbnHanbal.MasailRiwayatCabdAllah.Shamela0006105-ara1	241	3	Ibn Hanbal :: aḥmad b. ḥanbal ::  Abū ʿabd allāh Aḥmad b. muḥammad b. ḥanbal al-šaybānī	masāʾil al-imām aḥmad b. ḥanbal riwāyaŧ ibnih ʿabd¶    allāh b. aḥmad :: masāʾil al-imām aḥmad b. ḥanbal	70654	FALSE
0526IbnAbiYacla.Masail.Shamela0006117-ara1	526	6	Ibn Abi Yacla	Masail	3857	FALSE
0450AbuHasanMawardi.IqnacFiFiqh.Shamela0006120-ara1	450	5	Abu Hasan Mawardi :: al-Māwardī ::  Abū al-Ḥasan ʿAlī b. Muḥammad b. Ḥabīb al-Baṣrī, al-Baġdādī	Iqnac Fi Fiqh	27777	FALSE
0918BafadlHadrami.MuqaddimaHadramiyya.Shamela0006125-ara1	918	10	Bafadl Hadrami	Muqaddima Hadramiyya	12716	FALSE
0505Ghazali.Wasit.Shamela0006128-ara1	505	6	Ghazali :: al-Ġazālī :: Zayn al-Dīn Abū Ḥāmid Muḥammad b. Muḥammad b. Muḥammad b. Aḥmad al-Ġazālī al-Ṭūsī al-Nīsābūrī	al-Wasīṭ fī al-maḏhab	400796	FALSE
0794BadrDinZarkashi.KhabayaZawaya.Shamela0006133-ara1	794	8	Badr Din Zarkashi	Khabaya Zawaya	26591	FALSE
1004ShamsDinRamli.GhayatBayan.Shamela0006136-ara1	1004	11	Shams Din Ramli	Ghayat Bayan	192477	FALSE
0643IbnSalahShahrazuri.Fatawa.Shamela0006137-ara1	643	7	Ibn Salah Shahrazuri	Fatawa	162474	FALSE
0829TaqiDinDimashqiHisni.KifayatAkhyar.Shamela0006140-ara1	829	9	Taqi Din Dimashqi Hisni	Kifayat Akhyar	194062	FALSE
1316IbnCumarBantaniJawi.NihayatZayn.Shamela0006146-ara1	1316	14	Ibn Cumar Bantani Jawi	Nihayat Zayn	176536	FALSE
0189MuhammadShaybani.Kasb.Shamela0006163-ara1	189	2	Muhammad Shaybani	Kasb	17783	FALSE
0926ZakariyyaAnsari.Munfarijatan.Shamela0006167-ara1	926	10	Zakariyya Ansari	Munfarijatan	10684	FALSE
0593BurhanDinFarghaniMarghinani.Bidaya.Shamela0006170-ara1	593	6	Burhan Din Farghani Marghinani	Bidaya	77191	FALSE
0880IbnAhmadShamsDinAsyuti.JawahirCuqud.Shamela0006172-ara1	880	9	Ibn Ahmad Shams Din Asyuti	Jawahir Cuqud	272883	FALSE
0461IbnHusaynSughdi.NutafFifatawa.Shamela0006178-ara1	461	5	Ibn Husayn Sughdi	Nutaf Fifatawa	130057	FALSE
0741IbnAhmadGharnatiKalbi.QawaninFiqhiyya.Shamela0006193-ara1	741	8	Ibn Ahmad Gharnati Kalbi	Qawanin Fiqhiyya	111600	FALSE
0282IbnIshaqJahdami.AhkamQuran.Shamela0006206-ara1	282	3	Ibn Ishaq Jahdami	Ahkam Quran	22669	FALSE
0370IbnCaliJassas.MukhtasarIkhtilafCulama.Shamela0006222-ara1	370	4	Ibn Cali Jassas	Mukhtasar Ikhtilaf Culama	361433	FALSE
0699ShihabDinIshbiliLakhmi.MukhtasarKhilafiyyat.Shamela0006227-ara1	699	7	Shihab Din Ishbili Lakhmi	Mukhtasar Khilafiyyat	252555	FALSE
0560WazirIbnHubayraShaybani.IkhtilafAimma.Shamela0006228-ara1	560	6	Wazir Ibn Hubayra Shaybani	Ikhtilaf Aimma	107269	FALSE
0243HarithMuhasibi.Makasib.Shamela0006230-ara1	243	3	Harith Muhasibi	Makasib	11974	FALSE
0911Suyuti.TabaqatMufassirin.Shamela0006234-ara1	911	10	Suyuti :: Ǧalāl al-Dīn al-Suyūṭī :: Ǧalāl al-Dīn  ʿAbd al-Raḥmān b. Kamāl al-Dīn Abī Bakr b. Muḥammad Sābiq al-Dīn Ḫiḍr al-Ḫuḍayrī al-Asyūṭī	Tabaqat Mufassirin	11337	FALSE
0795IbnRajabHanbali.IstikhrajLiAhkamKharaj.Shamela0006238-ara1	795	8	Ibn Rajab Hanbali :: Zayn al-Dīn Abū al-Faraǧ ʿAbd al-Raḥmān b. Aḥmad b. Raǧab ʿAbd al-Raḥmān b. al-Ḥasan b. Muḥammad b.¶    Abī al-Barakāt Masʿūd al-Baġdādī al-Salāmī al-Dimašqī	Istikhraj Li Ahkam Kharaj	37770	FALSE
0911Suyuti.LumcaFiTahqiq.Shamela0006253-ara1	911	10	Suyuti :: Ǧalāl al-Dīn al-Suyūṭī :: Ǧalāl al-Dīn  ʿAbd al-Raḥmān b. Kamāl al-Dīn Abī Bakr b. Muḥammad Sābiq al-Dīn Ḫiḍr al-Ḫuḍayrī al-Asyūṭī	Lumca Fi Tahqiq	1539	FALSE
0911Suyuti.FaddWica.Shamela0006262-ara1	911	10	Suyuti :: Ǧalāl al-Dīn al-Suyūṭī :: Ǧalāl al-Dīn  ʿAbd al-Raḥmān b. Kamāl al-Dīn Abī Bakr b. Muḥammad Sābiq al-Dīn Ḫiḍr al-Ḫuḍayrī al-Asyūṭī	Fadd Wica	3850	FALSE
0507IbnQaysarani.Samac.Shamela0006277-ara1	507	6	Ibn Qaysarani	Samac	12344	FALSE
0772IbnHasanJamalDinIsnawi.KawkabDurri.Shamela0006280-ara1	772	8	Ibn Hasan Jamal Din Isnawi	Kawkab Durri	35982	FALSE
0543IbnCarabiIshbili.Mahsul.Shamela0006281-ara1	543	6	Ibn Carabi Ishbili	Mahsul	21373	FALSE
0772IbnHasanJamalDinIsnawi.TamhidFiTakhrijFuruc.Shamela0006289-ara1	772	8	Ibn Hasan Jamal Din Isnawi	Tamhid Fi Takhrij Furuc	66091	FALSE
0429IbnShihabCukburi.RisalaFiUsulFiqh.Shamela0006311-ara1	429	5	Ibn Shihab Cukburi	Risala Fi Usul Fiqh	3711	FALSE
1182IbnIsmacilSancani.UsulFiqh.Shamela0006315-ara1	1182	12	Ibn Ismacil Sancani	Usul Fiqh	94299	FALSE
0436IbnCaliBasri.MuctamadFiUsulFiqh.Shamela0006319-ara1	436	5	Ibn Cali Basri	Muctamad Fi Usul Fiqh	253367	FALSE
0476AbuIshaqShirazi.MacunaFiJadal.Shamela0006320-ara1	476	5	Abu Ishaq Shirazi	Macuna Fi Jadal	11878	FALSE
0456IbnHazm.NubdhaKafiya.Shamela0006321-ara1	456	5	Ibn Hazm :: Ibn Ḥazm ::  Abū Muḥammad ʿAlī b. Aḥmad b. Saʿīd b. Ḥazm al-Andalusī, al-Qurṭubī, al-Ẓāhirī	Nubdha Kafiya	13229	FALSE
0885IbnSulaymanCalaDinMardawi.TahbirSharhTahrir.Shamela0006336-ara1	885	9	Ibn Sulayman Cala Din Mardawi	Tahbir Sharh Tahrir	407143	FALSE
0592IbnCaliFakhrDinIbnDahhan.TaqwimNazar.Shamela0006337-ara1	592	6	Ibn Cali Fakhr Din Ibn Dahhan	Taqwim Nazar	142768	FALSE
0771Subki.RafcHajib.Shamela0006338-ara1	771	8	Subki	Rafc Hajib	47530	FALSE
0748Dhahabi.ZaghlCilm.Shamela0006342-ara1	748	8	Dhahabi :: al-Ḏahabī :: Šams al-dīn Abū ʿAbd Allãh Muḥammad b. ʿUṯmān b. Qāymāẓ b. ʿAbd Allãh al-Turkumānī, al-Fāriqī, al-Dimašqī, al-Šāfiʿī, al-Muʾarriḫ,¶    al-Ḥāfiẓ,¶  al-Ḏahabī	Zaghl Cilm	4533	FALSE
0761IbnKaykaldiCalai.IjmalIsaba.Shamela0006347-ara1	761	8	Ibn Kaykaldi Calai	Ijmal Isaba	14016	FALSE
1182IbnIsmacilSancani.IrshadNuqqad.Shamela0006348-ara1	1182	12	Ibn Ismacil Sancani	Irshad Nuqqad	25335	FALSE
0654SibtIbnJawzi.ItharInsaf.Shamela0006349-ara1	654	7	Sibt Ibn Jawzi	Ithar Insaf	49793	FALSE
0478ImamHaramaynJuwayni.IjtihadMinTalkhis.Shamela0006352-ara1	478	5	Imam Haramayn Juwayni	Ijtihad Min Talkhis	12977	FALSE
1176ShahWaliAllahDihlawi.CiqdJayyid.Shamela0006357-ara1	1176	12	Shah Wali Allah Dihlawi	Ciqd Jayyid	11372	FALSE
1450CabdKarimKhudayr.SharhMuharrir.Shamela0006366-ara1	1450	15	Cabd Karim Khudayr	Sharh Muharrir	459350	FALSE
0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1	150	2	Abu Hanifa :: Abū Ḥanīfŧ ::  Abū Ḥanīfŧ al-Nuʿmān b. ṯābit b. Zūṭā al-Fārisī	al-Fiqh al-Absaṭ ::	4505	FALSE
1323MuhammadCabduh.RisalatTawhid.Shamela0006392-ara1	1323	14	Muhammad Cabduh	Risalat Tawhid	31102	FALSE
0481AnsariHarawi.ArbacunaFiDalailTawhid.Shamela0006410-ara1	481	5	Ansari Harawi	Arbacuna Fi Dalail Tawhid	3955	FALSE
0348IbnSalmanNajjad.RaddCalaManYaqulQuranMakhluq.Shamela0006415-ara1	348	4	Ibn Salman Najjad	Radd Cala Man Yaqul Quran Makhluq	6465	FALSE
0241IbnHanbal.UsulSunna.Shamela0006418-ara1	241	3	Ibn Hanbal :: aḥmad b. ḥanbal ::  Abū ʿabd allāh Aḥmad b. muḥammad b. ḥanbal al-šaybānī	Usul Sunna	1598	FALSE
0595IbnCabdQadirBaghdadiJilani.ArbacunaJilaniyya.Shamela0006439-ara1	595	6	Ibn Cabd Qadir Baghdadi Jilani	Arbacuna Jilaniyya	4993	FALSE
0535QawwamSunna.HujjaFiBayanMahajja.Shamela0006446-ara1	535	6	Qawwam Sunna :: Qawwām al-Sunnaŧ :: Qawwām al-Sunnaŧ Abū al-Qāsim Ismāʿīl b. Muḥammad b. al-Faḍl b. ʿAlī b. Ṭāhir b. Aḥmad al-Qurašī al-Tayyamī thumma al- al-Iṣbahānī al-Ṭalḥī	Hujja Fi Bayan Mahajja	140562	FALSE
0430AbuNucaymIsbahani.ImamaWaRaddCalaRafida.Shamela0006449-ara1	430	5	Abu Nucaym Isbahani :: ʾAbū Nuʿaym al-Iṣbahānī ::  ʾAbū Nuʿaym ʾAḥmad b. ʿAbd Āllāh b. Isḥāq b. Mūs/a b. Mihrān al-^Sāfiʿī, al-Iṣbahānī	Imama Wa Radd Cala Rafida	25263	FALSE
1033MarciKarmi.AqawilThiqat.Shamela0006454-ara1	1033	11	Marci Karmi	Aqawil Thiqat	31873	FALSE
0748Dhahabi.Culuww.Shamela0006463-ara1	748	8	Dhahabi :: al-Ḏahabī :: Šams al-dīn Abū ʿAbd Allãh Muḥammad b. ʿUṯmān b. Qāymāẓ b. ʿAbd Allãh al-Turkumānī, al-Fāriqī, al-Dimašqī, al-Šāfiʿī, al-Muʾarriḫ,¶    al-Ḥāfiẓ,¶  al-Ḏahabī	al-ʿuluww :: al-ʿuluww lil-ʿalī al-ġaffār fī īḍāḥ ṣaḥīḥ al-aḫbār¶    wa-saqīmhā	50009	FALSE
1349IbnSahmanKhathcami.TamayyuzSidq.Shamela0006488-ara1	1349	14	Ibn Sahman Khathcami	Tamayyuz Sidq	4775	FALSE
0505Ghazali.MacarijQuds.Shamela0006494-ara1	505	6	Ghazali :: al-Ġazālī :: Zayn al-Dīn Abū Ḥāmid Muḥammad b. Muḥammad b. Muḥammad b. Aḥmad al-Ġazālī al-Ṭūsī al-Nīsābūrī	Macarij Quds	39181	FALSE
1349IbnSahmanKhathcami.Futyayan.Shamela0006515-ara1	1349	14	Ibn Sahman Khathcami	Futyayan	1074	FALSE
0671AbuCabdAllahQurtubi.IclamBimaFiDinNasara.Shamela0006517-ara1	671	7	Abu Cabd Allah Qurtubi	Iclam Bima Fi Din Nasara	112196	FALSE
0829IbnMuhammadGharnatiQaysi.TuhfatHukkam.Shamela0006532-ara1	829	9	Ibn Muhammad Gharnati Qaysi	Tuhfat Hukkam	16582	FALSE
0428IbnSina.IsharatWaTanbihat.Shamela0006534BK1-ara1	428	5	Ibn Sina	Isharat Wa Tanbihat	NA	NA
0672NasirDinTusi.TafsirIsharat.Shamela0006534BK2-ara1	672	7	Nasir Din Tusi	Tafsir Isharat	52520	FALSE
1308IbnKhalilHindiCuthmani.MunazaraTaqririyya.Shamela0006546-ara1	1308	14	Ibn Khalil Hindi Cuthmani	Munazara Taqririyya	20038	FALSE
0733IbnJamacaBadrDinHamawi.IdahDalil.Shamela0006547-ara1	733	8	Ibn Jamaca Badr Din Hamawi	Idah Dalil	39698	FALSE
0911Suyuti.KhasaisKubra.Shamela0006590-ara1	911	10	Suyuti :: Ǧalāl al-Dīn al-Suyūṭī :: Ǧalāl al-Dīn  ʿAbd al-Raḥmān b. Kamāl al-Dīn Abī Bakr b. Muḥammad Sābiq al-Dīn Ḫiḍr al-Ḫuḍayrī al-Asyūṭī	Khasais Kubra	264893	FALSE
0767CizzDinIbnJamaca.MukhtasarKabir.Shamela0006593-ara1	767	8	Cizz Din Ibn Jamaca	Mukhtasar Kabir	20616	FALSE
0620IbnMuhammadIbnCasakir.ArbacunaFiManaqibUmmahat.Shamela0006596-ara1	620	7	Ibn Muhammad Ibn Casakir	Arbacuna Fi Manaqib Ummahat	14638	FALSE
0650IbnNazifHamawi.TarikhMansuri.Shamela0006607-ara1	650	7	Ibn Nazif Hamawi	Tarikh Mansuri	26878	FALSE
1276IbnAhmadRibaciSancani.FathGhaffar.Shamela0006610-ara1	1276	13	Ibn Ahmad Ribaci Sancani	Fath Ghaffar	363736	FALSE
1269CabdMalikCasimi.SamtNujum.Shamela0006617-ara1	1269	13	Cabd Malik Casimi	Samt Nujum	590866	FALSE
0749ZaynDinIbnWardi.Tarikh.Shamela0006624-ara1	749	8	Zayn Din Ibn Wardi	Tarikh	251874	FALSE
0658IbnAbbar.HullaSiyara.Shamela0006630-ara1	658	7	Ibn Abbar	Hulla Siyara	97418	FALSE
0665AbuShama.Rawdatayn.Shamela0006631-ara1	665	7	Abu Shama	Rawdatayn	306335	FALSE
0685IbnSacidMaghribi.Mughrib.Shamela0006633-ara1	685	7	Ibn Sacid Maghribi	Mughrib	107605	FALSE
0905Basrawi.Tarikh.Shamela0006637-ara1	905	10	Basrawi	Tarikh	39261	FALSE
1338MuhammadFaridBey.Tarikh.Shamela0006638-ara1	1338	14	Muhammad Farid Bey	Tarikh	150867	FALSE
0904Burayhi.TabaqatSulahaYaman.Shamela0006641-ara1	904	10	Burayhi	Tabaqat Sulaha Yaman	73675	FALSE
0741IbnYahyaAndalusiMalaqi.TamhidWaBayan.Shamela0006649-ara1	741	8	Ibn Yahya Andalusi Malaqi	Tamhid Wa Bayan	51084	FALSE
0360AbuBakrAjurri.AkhbarAbiHafs.Shamela0006650-ara1	360	4	Abu Bakr Ajurri	Akhbar Abi Hafs	6409	FALSE
0436HusaynSaymari.AkhbarAbiHanifa.Shamela0006651-ara1	436	5	Husayn Saymari	Akhbar Abi Hanifa	40675	FALSE
0214IbnCabdHakamMisri.SiratCumarIbnCabdCaziz.Shamela0006656-ara1	214	3	Ibn Cabd Hakam Misri :: Ibn ʿabd al-ḥakam al-Miṣrī ::  abū muḥammad ʿabd allāh b. ʿabd al-ḥakam al-Miṣrī	sīrŧ ʿumar b. ʿabd al-ʿazīz ʿalá mā rawāh al-imām¶    mālik b. anas wa-aṣḥābuh :: sīrŧ ʿumar b. ʿabd al-ʿazīz	29407	FALSE
1200IbnAhmadSafiDinBukhari.TaqrizLiIbnHajarCasqalani.Shamela0006662-ara1	1200	13	Ibn Ahmad Safi Din Bukhari	Taqriz Li Ibn Hajar Casqalani	1239	FALSE
0845Maqrizi.Suluk.Shamela0006667-ara1	845	9	Maqrizi :: al-Maqrīzī :: Taqī al-dīn Abū al-ʿAbbās Aḥmad b. ʿAlī b. ʿAbd al-Qādir al-ʿUbaydī, al-Maqrīzī	al-Sulūk li-maʿrifaŧ duwal al-mulūk	821823	FALSE
0874IbnTaghribirdi.MawridLatafa.Shamela0006669-ara1	874	9	Ibn Taghribirdi :: Ibn Taġrī birdī,al-Atābakī :: Ǧamāl al-dīn, Abū al-maḥāsin  Yūsuf b. Taġrī birdī	Mawrid Latafa	58850	FALSE
1381MuhammadSancani.MulhaqBadr.Shamela0006672-ara1	1381	14	Muhammad Sancani	Mulhaq Badr	50413	FALSE
0852IbnHajarCasqalani.DurarKamina.Shamela0006674-ara1	852	9	Ibn Hajar Casqalani :: Ibn ḥaǧar al-ʿAsqalānī :: Šihāb al-dīn Abū al-faḍl Aḥmad b. ʿAlī b. Muḥammad b. ḥaǧar al-ʿAsqalānī, al-Šāfiʿī	al-Durar al-kāminaŧ fī aʿyān al-māʾaŧ al-ṯāminaŧ	398481	FALSE
1037CabdQadirCaydarus.TarikhNurSafir.Shamela0006676-ara1	1037	11	Cabd Qadir Caydarus	Tarikh Nur Safir	113209	FALSE
0412Sulami.TabaqatSufiyya.Shamela0006686-ara1	412	5	Sulami	Tabaqat Sufiyya	67692	FALSE
0668IbnAbiUsaybica.CuyunAnba.Shamela0006687-ara1	668	7	Ibn Abi Usaybica	Cuyun Anba	252505	FALSE
0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1	597	6	Ibn Jawzi	Talqih Fuhum	159481	FALSE
0333AbuCarabTamimi.Mihan.Shamela0006706-ara1	333	4	Abu Carab Tamimi	Mihan	69637	FALSE
0481NasirKhusraw.SafarNamah.Shamela0006707-ara1	481	5	Nasir Khusraw :: Nāṣir Ḫusraw :: Ḥamīd al-Dīn Abū Muʿīn Nāṣir b. Ḫusraw b. Ḥāriṯ Qubādiyānī Balḫī	Safar Namah	27412	FALSE
0617MansurIbnShahanshah.MidmarHaqaiq.Shamela0006708-ara1	617	7	Mansur Ibn Shahanshah :: Nāṣir al-dīn, Abū al-maʿālī  al-Manṣūr Muḥammad b. Taqī al-dīn ʿUmar b. Šāhanšāh b. Ayyūb al-Ayyūbī	Miḍmār al-ḥaqāʾiq wa sirr al-ḫalāʾiq	44865	FALSE
1346CabdQadirBadran.Munadama.Shamela0006710-ara1	1346	14	Cabd Qadir Badran	Munadama	109986	FALSE
0382IbnCabdAllahCaskari.AkhbarMusahhifin.Shamela0006722-ara1	382	4	Ibn Cabd Allah Caskari	Akhbar Musahhifin	2962	FALSE
0968Tashkuprizadah.ShaqaiqNucmaniyya.Shamela0006723BK1-ara1	968	10	Tashkuprizadah :: Ṭāškuprī Zādah :: Ṭāškuprī Zādah  Aḥmad b. Muṣṭafá b. Ḫalīl	al-Šaqāʾiq al-nuʿmāniyya fī ʿulamāʾ al-dawla al-¶    ʿuṯmāniyya ::	96989	FALSE
0992CaliIbnBaliManq.CiqdManzum.Shamela0006723BK2-ara1	992	10	Cali Ibn Bali Manq :: ʿAlī b. Bālī Manq :: Manq  ʿAlī b. Bālī b. Muḥammad al-Qusṭanṭīnī, al-Āydīnī	al-ʿIqd al-manẓūm fī ḏikr afāḍil al-Rūm ::	47937	FALSE
0774IbnRaficSallami.Wafayat.Shamela0006724-ara1	774	8	Ibn Rafic Sallami	Wafayat	58985	FALSE
1100IbnMuhammadAdnahwi.TabaqatMufassirin.Shamela0006729-ara1	1100	12	Ibn Muhammad Adnahwi	Tabaqat Mufassirin	39321	FALSE
0799IbnFarhun.DibajMudhahhab.Shamela0006730-ara1	799	8	Ibn Farhun	Dibaj Mudhahhab	112663	FALSE
0463IbnCabdBarr.IntiqaFiFadail.Shamela0006733-ara1	463	5	Ibn Cabd Barr :: Ibn ʿAbd al-Barr ::  Abū ʿUmar Yūsuf b. ʿAbd Allāh b. Muḥammad b. ʿAbd al-Barr al-Qurṭubī al-Namarī	Intiqa Fi Fadail	35823	FALSE
0643IbnSalahShahrazuri.TabaqatFuqaha.Shamela0006741-ara1	643	7	Ibn Salah Shahrazuri	Tabaqat Fuqaha	61392	FALSE
0429AbuMansurThacalibi.YatimatDahr.Shamela0006743-ara1	429	5	Abu Mansur Thacalibi :: al-Ṯaʿālibī ::  Abū Manṣūr ʿAbd al-Malik b. Muḥammad b. Ismāʿīl al-Ṯaʿālibī	Yatimat Dahr	358236	FALSE
0911Suyuti.BughyatWucat.Shamela0006744-ara1	911	10	Suyuti :: Ǧalāl al-Dīn al-Suyūṭī :: Ǧalāl al-Dīn  ʿAbd al-Raḥmān b. Kamāl al-Dīn Abī Bakr b. Muḥammad Sābiq al-Dīn Ḫiḍr al-Ḫuḍayrī al-Asyūṭī	Buġyaŧ al=wuʿāŧ fī ṭabaqāt al-luġawiyyīn wa-l-nuḥāŧ :: Buġyaŧ al=wuʿāŧ fī ṭabaqāt al-luġawiyyīn wa-l-nuḥāŧ	194437	FALSE
